Last Name,First Name,Category,Project,Year,Show,Award
PENN,SEAN,MALE LEAD IN A MOTION PICTURE,DEAD MAN WALKING,1996,2,NO
TROISI,MASSIMO,MALE LEAD IN A MOTION PICTURE,II POSTINO: THE POSTMAN,1996,2,NO
BACON,KEVIN,MALE SUPPORT IN A MOTION PICTURE ,MURDER IN THE FIRST,1996,2,NO
BRANAGH,KENNETH,MALE SUPPORT IN A MOTION PICTURE ,OTHELLO,1996,2,NO
CHEADLE,DON,MALE SUPPORT IN A MOTION PICTURE ,DEVIL IN A BLUE DRESS,1996,2,NO
HARRIS,ED,MALE SUPPORT IN A MOTION PICTURE ,APOLLO 13,1996,2,YES
SPACEY,KEVIN,MALE SUPPORT IN A MOTION PICTURE ,THE USUAL SUSPECTS,1996,2,NO
BALDWIN,ALEC,MALE TV MOVIE OR MINISERIES,A STREETCAR NAMED DESIRE,1996,2,NO
FISHBURNE,LAURENCE,MALE TV MOVIE OR MINISERIES,THE TUSKEGEE AIRMEN,1996,2,NO
GARNER,JAMES,MALE TV MOVIE OR MINISERIES,THE ROCKFORD FILES,1996,2,NO
JONES,TOMMY LEE,MALE TV MOVIE OR MINISERIES,THE GOOD OLD BOYS,1996,2,NO
SINISE,GARY,MALE TV MOVIE OR MINISERIES,TRUMAN,1996,2,YES
LANSBURY,ANGELA,LIFE ACHIEVEMENT AWARD,N/A,1996,3,YES
ANDREWS,NAVEEN,CAST IN A MOTION PICTURE,THE ENGLISH PATIENT,1997,3,NO
AZARIA,HANK,CAST IN A MOTION PICTURE,THE BIRDCAGE,1997,3,YES
BARANSKI,CHRISTINE,CAST IN A MOTION PICTURE,THE BIRDCAGE,1997,3,YES
BINOCHE,JULIETTE,CAST IN A MOTION PICTURE,THE ENGLISH PATIENT,1997,3,NO
BLACK,LUCAS,CAST IN A MOTION PICTURE,SLING BLADE,1997,3,NO
CANERDAY,NATALIE,CAST IN A MOTION PICTURE,SLING BLADE,1997,3,NO
CRONYN,HUME,CAST IN A MOTION PICTURE,MARVIN’S ROOM,1997,3,NO
DAFOE,WILLEM,CAST IN A MOTION PICTURE,THE ENGLISH PATIENT,1997,3,NO
DE NIRO,ROBERT,CAST IN A MOTION PICTURE,MARVIN’S ROOM,1997,3,NO
DiCAPRIO,LEONARDO,CAST IN A MOTION PICTURE,MARVIN’S ROOM,1997,3,NO
DUVALL,ROBERT,CAST IN A MOTION PICTURE,SLING BLADE,1997,3,NO
FIENNES,RALPH,CAST IN A MOTION PICTURE,THE ENGLISH PATIENT,1997,3,NO
FIRTH,COLIN,CAST IN A MOTION PICTURE,THE ENGLISH PATIENT,1997,3,NO
FUTTERMAN,DAN,CAST IN A MOTION PICTURE,THE BIRDCAGE,1997,3,YES
GIELGUD,JOHN,CAST IN A MOTION PICTURE,SHINE,1997,3,NO
HACKMAN,GENE,CAST IN A MOTION PICTURE,THE BIRDCAGE,1997,3,YES
HAMPTON,JAMES,CAST IN A MOTION PICTURE,SLING BLADE,1997,3,NO
HEDAYA,DAN,CAST IN A MOTION PICTURE,MARVIN’S ROOM,1997,3,NO
KEATON,DIANE,CAST IN A MOTION PICTURE,MARVIN’S ROOM,1997,3,NO
LANE,NATHAN,CAST IN A MOTION PICTURE,THE BIRDCAGE,1997,3,YES
MUELLER-STAHL,ARMIN,CAST IN A MOTION PICTURE,SHINE,1997,3,NO
PROCHNOW,JÜRGEN,CAST IN A MOTION PICTURE,THE ENGLISH PATIENT,1997,3,NO
REDGRAVE,LYNN,CAST IN A MOTION PICTURE,SHINE,1997,3,NO
RITTER,JOHN,CAST IN A MOTION PICTURE,SLING BLADE,1997,3,NO
RUSH,GEOFFREY,CAST IN A MOTION PICTURE,SHINE,1997,3,NO
SCARDINO,HAL,CAST IN A MOTION PICTURE,MARVIN’S ROOM,1997,3,NO
STREEP,MERYL,CAST IN A MOTION PICTURE,MARVIN’S ROOM,1997,3,NO
TAYLOR,NOAH,CAST IN A MOTION PICTURE,SHINE,1997,3,NO
THOMAS,KRISTIN SCOTT,CAST IN A MOTION PICTURE,THE ENGLISH PATIENT,1997,3,NO
THORNTON,BILLY BOB,CAST IN A MOTION PICTURE,SLING BLADE,1997,3,NO
VERDON,GWEN,CAST IN A MOTION PICTURE,MARVIN’S ROOM,1997,3,NO
WADHAM,JULIAN,CAST IN A MOTION PICTURE,THE ENGLISH PATIENT,1997,3,NO
WALSH,J.T.,CAST IN A MOTION PICTURE,SLING BLADE,1997,3,NO
WIEST,DIANNE,CAST IN A MOTION PICTURE,THE BIRDCAGE,1997,3,YES
WILLIAMS,ROBIN,CAST IN A MOTION PICTURE,THE BIRDCAGE,1997,3,YES
WITHERS,GOOGIE,CAST IN A MOTION PICTURE,SHINE,1997,3,NO
YOAKAM,DWIGHT,CAST IN A MOTION PICTURE,SLING BLADE,1997,3,NO
ALEXANDER,JASON,ENSEMBLE IN A COMEDY SERIES,SEINFELD,1997,3,YES
BECKETT,TOM,ENSEMBLE IN A COMEDY SERIES,REMEMBER WENN,1997,3,NO
BUTLER,DAN,ENSEMBLE IN A COMEDY SERIES,FRASIER,1997,3,NO
CARMELLO,CAROLEE,ENSEMBLE IN A COMEDY SERIES,REMEMBER WENN,1997,3,NO
CURTIN,JANE,ENSEMBLE IN A COMEDY SERIES,3RD ROCK FROM THE SUN,1997,3,NO
GILPIN,PERI,ENSEMBLE IN A COMEDY SERIES,FRASIER,1997,3,NO
GORDON-LEVITT,JOSEPH,ENSEMBLE IN A COMEDY SERIES,3RD ROCK FROM THE SUN,1997,3,NO
GRAMMER,KELSEY,ENSEMBLE IN A COMEDY SERIES,FRASIER,1997,3,NO
HALL,GEORGE,ENSEMBLE IN A COMEDY SERIES,REMEMBER WENN,1997,3,NO
HALL,MARGARET,ENSEMBLE IN A COMEDY SERIES,REMEMBER WENN,1997,3,NO
HUNT,HELEN,ENSEMBLE IN A COMEDY SERIES,MAD ABOUT YOU,1997,3,NO
JOHNSTON,KRISTEN,ENSEMBLE IN A COMEDY SERIES,3RD ROCK FROM THE SUN,1997,3,NO
KENZLE,LEILA,ENSEMBLE IN A COMEDY SERIES,MAD ABOUT YOU,1997,3,NO
LEEVES,JANE,ENSEMBLE IN A COMEDY SERIES,FRASIER,1997,3,NO
LITHGOW,JOHN,ENSEMBLE IN A COMEDY SERIES,3RD ROCK FROM THE SUN,1997,3,NO
LLOYD,JOHN BEDFORD,ENSEMBLE IN A COMEDY SERIES,REMEMBER WENN,1997,3,NO
LOUIS-DREYFUS,JULIA,ENSEMBLE IN A COMEDY SERIES,SEINFELD,1997,3,YES
MAHONEY,JOHN,ENSEMBLE IN A COMEDY SERIES,FRASIER,1997,3,NO
MULLINS,MELINDA,ENSEMBLE IN A COMEDY SERIES,REMEMBER WENN,1997,3,NO
MURNEY,CHRISTOPHER,ENSEMBLE IN A COMEDY SERIES,REMEMBER WENN,1997,3,NO
NAUGHTON,AMANDA,ENSEMBLE IN A COMEDY SERIES,REMEMBER WENN,1997,3,NO
O'GORMAN,HUGH,ENSEMBLE IN A COMEDY SERIES,REMEMBER WENN,1997,3,NO
O'ROURKE,KEVIN,ENSEMBLE IN A COMEDY SERIES,REMEMBER WENN,1997,3,NO
PANKOW,JOHN,ENSEMBLE IN A COMEDY SERIES,MAD ABOUT YOU,1997,3,NO
PIERCE,DAVID HYDE,ENSEMBLE IN A COMEDY SERIES,FRASIER,1997,3,NO
RAMSAY,ANNE,ENSEMBLE IN A COMEDY SERIES,MAD ABOUT YOU,1997,3,NO
REISER,PAUL,ENSEMBLE IN A COMEDY SERIES,MAD ABOUT YOU,1997,3,NO
RICHARDS,MICHAEL,ENSEMBLE IN A COMEDY SERIES,SEINFELD,1997,3,YES
SEINFELD,JERRY,ENSEMBLE IN A COMEDY SERIES,SEINFELD,1997,3,YES
SPYBEY,DINA,ENSEMBLE IN A COMEDY SERIES,REMEMBER WENN,1997,3,NO
STEWART,FRENCH,ENSEMBLE IN A COMEDY SERIES,3RD ROCK FROM THE SUN,1997,3,NO
STOUT,MARY,ENSEMBLE IN A COMEDY SERIES,REMEMBER WENN,1997,3,NO
ANDERSON,GILLIAN,ENSEMBLE IN A DRAMA SERIES,THE X-FILES,1997,3,NO
ARKIN,ADAM,ENSEMBLE IN A DRAMA SERIES,CHICAGO HOPE,1997,3,NO
BERG,PETER,ENSEMBLE IN A DRAMA SERIES,CHICAGO HOPE,1997,3,NO
BRATT,BENJAMIN,ENSEMBLE IN A DRAMA SERIES,LAW & ORDER,1997,3,NO
BROOK,JAYNE,ENSEMBLE IN A DRAMA SERIES,CHICAGO HOPE,1997,3,NO
CARROLL,ROCKY,ENSEMBLE IN A DRAMA SERIES,CHICAGO HOPE,1997,3,NO
CLAPP,GORDON,ENSEMBLE IN A DRAMA SERIES,NYPD BLUE,1997,3,NO
CLOONEY,GEORGE,ENSEMBLE IN A DRAMA SERIES,ER,1997,3,YES
CURTIS-HALL,VONDIE,ENSEMBLE IN A DRAMA SERIES,CHICAGO HOPE,1997,3,NO
DAVIS,WILLIAM B.,ENSEMBLE IN A DRAMA SERIES,THE X-FILES,1997,3,NO
DELANEY,KIM,ENSEMBLE IN A DRAMA SERIES,NYPD BLUE,1997,3,NO
DUCHOVNY,DAVID,ENSEMBLE IN A DRAMA SERIES,THE X-FILES,1997,3,NO
EDWARDS,ANTHONY,ENSEMBLE IN A DRAMA SERIES,ER,1997,3,YES
ELIZONDO,HECTOR,ENSEMBLE IN A DRAMA SERIES,CHICAGO HOPE,1997,3,NO
FRANZ,DENNIS,ENSEMBLE IN A DRAMA SERIES,NYPD BLUE,1997,3,NO
GIBSON,THOMAS,ENSEMBLE IN A DRAMA SERIES,CHICAGO HOPE,1997,3,NO
HARMON,MARK,ENSEMBLE IN A DRAMA SERIES,CHICAGO HOPE,1997,3,NO
HART,ROXANNE,ENSEMBLE IN A DRAMA SERIES,CHICAGO HOPE,1997,3,NO
HENNESSEY,JILL,ENSEMBLE IN A DRAMA SERIES,LAW & ORDER,1997,3,NO
HILL,STEVEN,ENSEMBLE IN A DRAMA SERIES,LAW & ORDER,1997,3,NO
INNES,LAURA,ENSEMBLE IN A DRAMA SERIES,ER,1997,3,YES
LAHTI,CHRISTINE,ENSEMBLE IN A DRAMA SERIES,CHICAGO HOPE,1997,3,NO
LaSALLE,ERIQ,ENSEMBLE IN A DRAMA SERIES,ER,1997,3,YES
LAWRENCE,SHARON,ENSEMBLE IN A DRAMA SERIES,NYPD BLUE,1997,3,NO
LOWELL,CAREY,ENSEMBLE IN A DRAMA SERIES,LAW & ORDER,1997,3,NO
MARGULIES,JULIANNA,ENSEMBLE IN A DRAMA SERIES,ER,1997,3,YES
MCDANIEL,JAMES,ENSEMBLE IN A DRAMA SERIES,NYPD BLUE,1997,3,NO
MERKERSON,S. EPATHA,ENSEMBLE IN A DRAMA SERIES,LAW & ORDER,1997,3,NO
MICELI,JUSTINE,ENSEMBLE IN A DRAMA SERIES,NYPD BLUE,1997,3,NO
O'GRADY,GAIL,ENSEMBLE IN A DRAMA SERIES,NYPD BLUE,1997,3,NO
ORBACH,JERRY,ENSEMBLE IN A DRAMA SERIES,LAW & ORDER,1997,3,NO
PILEGGI,MITCH,ENSEMBLE IN A DRAMA SERIES,THE X-FILES,1997,3,NO
REUBEN,GLORIA,ENSEMBLE IN A DRAMA SERIES,ER,1997,3,YES
SHERIDAN,JAMEY,ENSEMBLE IN A DRAMA SERIES,CHICAGO HOPE,1997,3,NO
SMITS,JIMMY,ENSEMBLE IN A DRAMA SERIES,NYPD BLUE,1997,3,NO
STRINGFIELD,SHERRY,ENSEMBLE IN A DRAMA SERIES,ER,1997,3,YES
TURTURRO,NICHOLAS,ENSEMBLE IN A DRAMA SERIES,NYPD BLUE,1997,3,NO
WATERSTON,SAM,ENSEMBLE IN A DRAMA SERIES,LAW & ORDER,1997,3,NO
WILLIAMS,STEVEN,ENSEMBLE IN A DRAMA SERIES,THE X-FILES,1997,3,NO
WYLE,NOAH,ENSEMBLE IN A DRAMA SERIES,ER,1997,3,YES
BARANSKI,CHRISTINE,FEMALE IN A COMEDY SERIES,CYBILL,1997,3,NO
DEGENERES,ELLEN,FEMALE IN A COMEDY SERIES,ELLEN,1997,3,NO
HUNT,HELEN,FEMALE IN A COMEDY SERIES,MAD ABOUT YOU,1997,3,NO
JOHNSTON,KRISTEN,FEMALE IN A COMEDY SERIES,3RD ROCK FROM THE SUN,1997,3,NO
LOUIS-DREYFUS,JULIA,FEMALE IN A COMEDY SERIES,SEINFELD,1997,3,YES
ANDERSON,GILLIAN,FEMALE IN A DRAMA SERIES,THE X-FILES,1997,3,YES
DELANEY,KIM,FEMALE IN A DRAMA SERIES,NYPD BLUE,1997,3,NO
LAHTI,CHRISTINE,FEMALE IN A DRAMA SERIES,CHICAGO HOPE,1997,3,NO
REESE,DELLA,FEMALE IN A DRAMA SERIES,TOUCHED BY AN ANGEL,1997,3,NO
SEYMOUR,JANE,FEMALE IN A DRAMA SERIES,DR. QUINN MEDICINE WOMAN,1997,3,NO
BLETHYN,BRENDA,FEMALE LEAD IN A MOTION PICTURE,SECRETS & LIES,1997,3,NO
KEATON,DIANE,FEMALE LEAD IN A MOTION PICTURE,MARVIN’S ROOM,1997,3,NO
MCDORMAND,FRANCES,FEMALE LEAD IN A MOTION PICTURE,FARGO,1997,3,YES
ROWLANDS,GENA,FEMALE LEAD IN A MOTION PICTURE,UNHOOK THE STARS,1997,3,NO
THOMAS,KRISTIN SCOTT,FEMALE LEAD IN A MOTION PICTURE,THE ENGLISH PATIENT,1997,3,NO
BACALL,LAUREN,FEMALE SUPPORT IN A MOTION PICTURE,THE MIRROR HAS TWO FACES,1997,3,YES
BINOCHE,JULIETTE,FEMALE SUPPORT IN A MOTION PICTURE,THE ENGLISH PATIENT,1997,3,NO
TOMEI,MARISA,FEMALE SUPPORT IN A MOTION PICTURE,UNHOOK THE STARS,1997,3,NO
VERDON,GWEN,FEMALE SUPPORT IN A MOTION PICTURE,MARVIN’S ROOM,1997,3,NO
ZELLWEGER,RENEE,FEMALE SUPPORT IN A MOTION PICTURE,JERRY MAGUIRE,1997,3,NO
BANCROFT,ANNE,FEMALE TV MOVIE OR MINISERIES,THE HOMECOMING,1997,3,NO
BATES,KATHY,FEMALE TV MOVIE OR MINISERIES,THE LATE SHIFT,1997,3,YES
CHANNING,STOCKARD,FEMALE TV MOVIE OR MINISERIES,AN UNEXPECTED FAMILY,1997,3,NO
MALONE,JENA,FEMALE TV MOVIE OR MINISERIES,BASTARD OUT OF CAROLINA,1997,3,NO
TYSON,CICELY,FEMALE TV MOVIE OR MINISERIES,THE ROAD TO GALVESTON,1997,3,NO
ALEXANDER,JASON,MALE IN A COMEDY SERIES,SEINFELD,1997,3,NO
GRAMMER,KELSEY,MALE IN A COMEDY SERIES,FRASIER,1997,3,NO
LITHGOW,JOHN,MALE IN A COMEDY SERIES,3RD ROCK FROM THE SUN,1997,3,YES
PIERCE,DAVID HYDE,MALE IN A COMEDY SERIES,FRASIER,1997,3,NO
RICHARDS,MICHAEL,MALE IN A COMEDY SERIES,SEINFELD,1997,3,NO
CLOONEY,GEORGE,MALE IN A DRAMA SERIES,ER,1997,3,NO
DUCHOVNY,DAVID,MALE IN A DRAMA SERIES,THE X-FILES,1997,3,NO
EDWARDS,ANTHONY,MALE IN A DRAMA SERIES,ER,1997,3,NO
FRANZ,DENNIS,MALE IN A DRAMA SERIES,NYPD BLUE,1997,3,YES
SMITS,JIMMY,MALE IN A DRAMA SERIES,NYPD BLUE,1997,3,NO
CRUISE,TOM,MALE LEAD IN A MOTION PICTURE,JERRY MAGUIRE,1997,3,NO
FIENNES,RALPH,MALE LEAD IN A MOTION PICTURE,THE ENGLISH PATIENT,1997,3,NO
HARRELSON,WOODY,MALE LEAD IN A MOTION PICTURE,THE PEOPLE VS. LARRY FLYNT,1997,3,NO
RUSH,GEOFFREY,MALE LEAD IN A MOTION PICTURE,SHINE,1997,3,YES
THORNTON,BILLY BOB,MALE LEAD IN A MOTION PICTURE,SLING BLADE,1997,3,NO
AZARIA,HANK,MALE SUPPORT IN A MOTION PICTURE ,THE BIRDCAGE,1997,3,NO
"GOODING, JR.",CUBA,MALE SUPPORT IN A MOTION PICTURE ,JERRY MAGUIRE,1997,3,YES
LANE,NATHAN,MALE SUPPORT IN A MOTION PICTURE ,THE BIRDCAGE,1997,3,NO
MACY,WILLIAM H.,MALE SUPPORT IN A MOTION PICTURE ,FARGO,1997,3,NO
TAYLOR,NOAH,MALE SUPPORT IN A MOTION PICTURE ,SHINE,1997,3,NO
ASSANTE,ARMAND,MALE TV MOVIE OR MINISERIES,GOTTI,1997,3,NO
BRIDGES,BEAU,MALE TV MOVIE OR MINISERIES,HIDDEN IN AMERICA,1997,3,NO
DUVALL,ROBERT,MALE TV MOVIE OR MINISERIES,THE MAN WHO CAPTURED EICHMANN,1997,3,NO
HARRIS,ED,MALE TV MOVIE OR MINISERIES,RIDERS OF THE PURPLE SAGE,1997,3,NO
RICKMAN,ALAN,MALE TV MOVIE OR MINISERIES,RASPUTIN,1997,3,YES
TAYLOR,ELIZABETH,LIFE ACHIEVEMENT AWARD,N/A,1997,4,YES
ADDY,MARK,CAST IN A MOTION PICTURE,THE FULL MONTY,1998,4,YES
AFFLECK,BEN,CAST IN A MOTION PICTURE,GOOD WILL HUNTING,1998,4,NO
AMIS CAMERON,SUZY,CAST IN A MOTION PICTURE,TITANIC,1998,4,NO
ARI PARKER,NICOLE,CAST IN A MOTION PICTURE,BOOGIE NIGHTS,1998,4,NO
BAKER HALL,PHILIP,CAST IN A MOTION PICTURE,BOOGIE NIGHTS,1998,4,NO
BARBER,PAUL,CAST IN A MOTION PICTURE,THE FULL MONTY,1998,4,YES
BASINGER,KIM,CAST IN A MOTION PICTURE,L.A. CONFIDENTIAL,1998,4,NO
BATES,KATHY,CAST IN A MOTION PICTURE,TITANIC,1998,4,NO
CARLYLE,ROBERT,CAST IN A MOTION PICTURE,THE FULL MONTY,1998,4,YES
CHEADLE,DON,CAST IN A MOTION PICTURE,BOOGIE NIGHTS,1998,4,NO
COSTELLO,DEIRDRE,CAST IN A MOTION PICTURE,THE FULL MONTY,1998,4,YES
CROMWELL,JAMES,CAST IN A MOTION PICTURE,L.A. CONFIDENTIAL,1998,4,NO
CROWE,RUSSELL,CAST IN A MOTION PICTURE,L.A. CONFIDENTIAL,1998,4,NO
DAMON,MATT,CAST IN A MOTION PICTURE,GOOD WILL HUNTING,1998,4,NO
DeVITO,DANNY,CAST IN A MOTION PICTURE,L.A. CONFIDENTIAL,1998,4,NO
DiCAPRIO,LEONARDO,CAST IN A MOTION PICTURE,TITANIC,1998,4,NO
DRIVER,MINNIE,CAST IN A MOTION PICTURE,GOOD WILL HUNTING,1998,4,NO
FISHER,FRANCES,CAST IN A MOTION PICTURE,TITANIC,1998,4,NO
FOX,BERNARD,CAST IN A MOTION PICTURE,TITANIC,1998,4,NO
GARBER,VICTOR,CAST IN A MOTION PICTURE,TITANIC,1998,4,NO
GRAHAM,HEATHER,CAST IN A MOTION PICTURE,BOOGIE NIGHTS,1998,4,NO
GUZMAN,LUIS,CAST IN A MOTION PICTURE,BOOGIE NIGHTS,1998,4,NO
HALL,PHILIP BAKER,CAST IN A MOTION PICTURE,BOOGIE NIGHTS,1998,4,NO
HILL,BERNARD,CAST IN A MOTION PICTURE,TITANIC,1998,4,NO
HOFFMAN,PHILIP SEYMOUR,CAST IN A MOTION PICTURE,BOOGIE NIGHTS,1998,4,NO
HUISON,STEVE,CAST IN A MOTION PICTURE,THE FULL MONTY,1998,4,YES
HYDE,JONATHAN,CAST IN A MOTION PICTURE,TITANIC,1998,4,NO
JANE,THOMAS,CAST IN A MOTION PICTURE,BOOGIE NIGHTS,1998,4,NO
JAY,RICKY,CAST IN A MOTION PICTURE,BOOGIE NIGHTS,1998,4,NO
JONES,BRUCE,CAST IN A MOTION PICTURE,THE FULL MONTY,1998,4,YES
MACY,WILLIAM H.,CAST IN A MOTION PICTURE,BOOGIE NIGHTS,1998,4,NO
MOLINA,ALFRED,CAST IN A MOTION PICTURE,BOOGIE NIGHTS,1998,4,NO
MOORE,JULIANNE,CAST IN A MOTION PICTURE,BOOGIE NIGHTS,1998,4,NO
NUCCI,DANNY,CAST IN A MOTION PICTURE,TITANIC,1998,4,NO
PAXTON,BILL,CAST IN A MOTION PICTURE,TITANIC,1998,4,NO
PEARCE,GUY,CAST IN A MOTION PICTURE,L.A. CONFIDENTIAL,1998,4,NO
REILLY,JOHN C.,CAST IN A MOTION PICTURE,BOOGIE NIGHTS,1998,4,NO
REYNOLDS,BURT,CAST IN A MOTION PICTURE,BOOGIE NIGHTS,1998,4,NO
RIDGELY,ROBERT,CAST IN A MOTION PICTURE,BOOGIE NIGHTS,1998,4,NO
SHARP,LESLEY,CAST IN A MOTION PICTURE,THE FULL MONTY,1998,4,YES
SKARSGARD,STELLAN,CAST IN A MOTION PICTURE,GOOD WILL HUNTING,1998,4,NO
SNAPE,WILLIAM,CAST IN A MOTION PICTURE,THE FULL MONTY,1998,4,YES
SPACEY,KEVIN,CAST IN A MOTION PICTURE,L.A. CONFIDENTIAL,1998,4,NO
SPEER,HUGO,CAST IN A MOTION PICTURE,THE FULL MONTY,1998,4,YES
STRATHAIRN,DAVID,CAST IN A MOTION PICTURE,L.A. CONFIDENTIAL,1998,4,NO
STUART,GLORIA,CAST IN A MOTION PICTURE,TITANIC,1998,4,NO
WAHLBERG,MARK,CAST IN A MOTION PICTURE,BOOGIE NIGHTS,1998,4,NO
WALTERS,MELORA,CAST IN A MOTION PICTURE,BOOGIE NIGHTS,1998,4,NO
WARNER,DAVID,CAST IN A MOTION PICTURE,TITANIC,1998,4,NO
WILKINSON,TOM,CAST IN A MOTION PICTURE,THE FULL MONTY,1998,4,YES
WILLIAMS,ROBIN,CAST IN A MOTION PICTURE,GOOD WILL HUNTING,1998,4,NO
WINSLET,KATE,CAST IN A MOTION PICTURE,TITANIC,1998,4,NO
WOOF,EMILY,CAST IN A MOTION PICTURE,THE FULL MONTY,1998,4,YES
ZANE,BILLY,CAST IN A MOTION PICTURE,TITANIC,1998,4,NO
ALEXANDER,JASON,ENSEMBLE IN A COMEDY SERIES,SEINFELD,1998,4,YES
BARTLETT,ROBIN,ENSEMBLE IN A COMEDY SERIES,MAD ABOUT YOU,1998,4,NO
BELLOWS,GIL,ENSEMBLE IN A COMEDY SERIES,ALLY MCBEAL,1998,4,NO
BUTLER,DAN,ENSEMBLE IN A COMEDY SERIES,FRASIER,1998,4,NO
CARSON,LISA NICOLE,ENSEMBLE IN A COMEDY SERIES,ALLY MCBEAL,1998,4,NO
CURTIN,JANE,ENSEMBLE IN A COMEDY SERIES,3RD ROCK FROM THE SUN,1998,4,NO
FLOCKHART,CALISTA,ENSEMBLE IN A COMEDY SERIES,ALLY MCBEAL,1998,4,NO
GERMANN,GREG,ENSEMBLE IN A COMEDY SERIES,ALLY MCBEAL,1998,4,NO
GILPIN,PERI,ENSEMBLE IN A COMEDY SERIES,FRASIER,1998,4,NO
GORDON-LEVITT,JOSEPH,ENSEMBLE IN A COMEDY SERIES,3RD ROCK FROM THE SUN,1998,4,NO
GRAMMER,KELSEY,ENSEMBLE IN A COMEDY SERIES,FRASIER,1998,4,NO
HARRIS,CYNTHIA,ENSEMBLE IN A COMEDY SERIES,MAD ABOUT YOU,1998,4,NO
HUNT,HELEN,ENSEMBLE IN A COMEDY SERIES,MAD ABOUT YOU,1998,4,NO
JOHNSTON,KRISTEN,ENSEMBLE IN A COMEDY SERIES,3RD ROCK FROM THE SUN,1998,4,NO
KENZLE,LEILA,ENSEMBLE IN A COMEDY SERIES,MAD ABOUT YOU,1998,4,NO
KHALI,SIMBI,ENSEMBLE IN A COMEDY SERIES,3RD ROCK FROM THE SUN,1998,4,NO
KNIGHT,WAYNE,ENSEMBLE IN A COMEDY SERIES,3RD ROCK FROM THE SUN,1998,4,NO
KRAKOWSKI,JANE,ENSEMBLE IN A COMEDY SERIES,ALLY MCBEAL ,1998,4,NO
LEEVES,JANE,ENSEMBLE IN A COMEDY SERIES,FRASIER,1998,4,NO
LITHGOW,JOHN,ENSEMBLE IN A COMEDY SERIES,3RD ROCK FROM THE SUN,1998,4,NO
LOUIS-DREYFUS,JULIA,ENSEMBLE IN A COMEDY SERIES,SEINFELD,1998,4,YES
MACNICOL,PETER,ENSEMBLE IN A COMEDY SERIES,ALLY MCBEAL,1998,4,NO
MAHONEY,JOHN,ENSEMBLE IN A COMEDY SERIES,FRASIER,1998,4,NO
PANKOW,JOHN,ENSEMBLE IN A COMEDY SERIES,MAD ABOUT YOU,1998,4,NO
PIERCE,DAVID HYDE,ENSEMBLE IN A COMEDY SERIES,FRASIER,1998,4,NO
REISER,PAUL,ENSEMBLE IN A COMEDY SERIES,MAD ABOUT YOU,1998,4,NO
RICHARDS,MICHAEL,ENSEMBLE IN A COMEDY SERIES,SEINFELD,1998,4,YES
SEINFELD,JERRY,ENSEMBLE IN A COMEDY SERIES,SEINFELD,1998,4,YES
STEWART,FRENCH,ENSEMBLE IN A COMEDY SERIES,3RD ROCK FROM THE SUN,1998,4,NO
THORNE-SMITH,COURTNEY,ENSEMBLE IN A COMEDY SERIES,ALLY MCBEAL,1998,4,NO
WENDEL,ELMARIE,ENSEMBLE IN A COMEDY SERIES,3RD ROCK FROM THE SUN,1998,4,NO
ZORICH,LOUIS,ENSEMBLE IN A COMEDY SERIES,MAD ABOUT YOU,1998,4,NO
ANDERSON,GILLIAN,ENSEMBLE IN A DRAMA SERIES,THE X-FILES,1998,4,NO
ARKIN,ADAM,ENSEMBLE IN A DRAMA SERIES,CHICAGO HOPE,1998,4,NO
BELLO,MARIA,ENSEMBLE IN A DRAMA SERIES,ER,1998,4,YES
BERG,PETER,ENSEMBLE IN A DRAMA SERIES,CHICAGO HOPE,1998,4,NO
BRATT,BENJAMIN,ENSEMBLE IN A DRAMA SERIES,LAW & ORDER,1998,4,NO
BROOK,JAYNE,ENSEMBLE IN A DRAMA SERIES,CHICAGO HOPE,1998,4,NO
CARROLL,ROCKY,ENSEMBLE IN A DRAMA SERIES,CHICAGO HOPE,1998,4,NO
CLAPP,GORDON,ENSEMBLE IN A DRAMA SERIES,NYPD BLUE,1998,4,NO
CLOONEY,GEORGE,ENSEMBLE IN A DRAMA SERIES,ER,1998,4,YES
CURTIS-HALL,VONDIE,ENSEMBLE IN A DRAMA SERIES,CHICAGO HOPE,1998,4,NO
DAVIS,WILLIAM B.,ENSEMBLE IN A DRAMA SERIES,THE X-FILES,1998,4,NO
DELANEY,KIM,ENSEMBLE IN A DRAMA SERIES,NYPD BLUE,1998,4,NO
DUCHOVNY,DAVID,ENSEMBLE IN A DRAMA SERIES,THE X-FILES,1998,4,NO
EDWARDS,ANTHONY,ENSEMBLE IN A DRAMA SERIES,ER,1998,4,YES
EDWARDS,STACY,ENSEMBLE IN A DRAMA SERIES,CHICAGO HOPE,1998,4,NO
ELIZONDO,HECTOR,ENSEMBLE IN A DRAMA SERIES,CHICAGO HOPE,1998,4,NO
FRANZ,DENNIS,ENSEMBLE IN A DRAMA SERIES,NYPD BLUE,1998,4,NO
HARMON,MARK,ENSEMBLE IN A DRAMA SERIES,CHICAGO HOPE,1998,4,NO
HILL,STEVEN,ENSEMBLE IN A DRAMA SERIES,LAW & ORDER,1998,4,NO
INNES,LAURA,ENSEMBLE IN A DRAMA SERIES,ER,1998,4,YES
KINGSTON,ALEX,ENSEMBLE IN A DRAMA SERIES,ER,1998,4,YES
LAHTI,CHRISTINE,ENSEMBLE IN A DRAMA SERIES,CHICAGO HOPE,1998,4,NO
LaSALLE,ERIQ,ENSEMBLE IN A DRAMA SERIES,ER,1998,4,YES
